,organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName
613,HT1,HT1,VNINDEX,2353,DN,CT,Công ty Cổ phần Xi măng VICEM Hà Tiên,VICEM Hà Tiên
614,HTC,HTC,HNXIndex,7573,DN,CT,Công ty Cổ phần Thương mại Hóc Môn,Thương mại Hóc Môn
615,HTG,HTG,VNINDEX,3763,DN,CT,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Dệt may Hòa Thọ
616,HTI,HTI,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,PT Hạ tầng IDICO
617,HTINCONS,HTN,VNINDEX,8633,DN,CT,Công ty Cổ phần Hưng Thịnh Incons,Hưng Thịnh Incons
618,HTL,HTL,VNINDEX,3353,DN,CT,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô Trường Long
619,HTP,HTP,HNXIndex,5557,DN,CT,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,In SGK Hòa Phát
620,HTT,HTT,UpcomIndex,5373,DN,CT,Công ty Cổ phần Thương mại Hà Tây,Thương mại Hà Tây
621,HTV,HTV,VNINDEX,2773,DN,CT,Công ty Cổ phần Logistics Vicem,Logistics Vicem
622,HU1,HU1,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng HUD1
623,HU3,HU3,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng HUD3
624,HU4,HU4,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Đầu tư và Xây dựng HUD4
625,HUD2,HD2,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Đầu tư phát triển nhà HUD 2
626,HUD6,HU6,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,PT Nhà và Đô thị HUD6
627,HUD8,HD8,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,PT Nhà và Đô thị HUD8
628,HUEWACO,HWS,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Thừa Thiên Huế,Cấp nước Thừa Thiên Huế
629,HUGA,HNI,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Hữu Nghị,May Hữu Nghị
630,HUGACO,HUG,UpcomIndex,3763,DN,CT,Tổng công ty May Hưng Yên - Công ty Cổ phần,May Hưng Yên
631,HUT,HUT,HNXIndex,2357,DN,CT,Công ty Cổ phần Tasco,HUD - Tasco
632,HUUNGHI,HNF,UpcomIndex,3577,DN,CT,Công ty Cổ phần Thực phẩm Hữu Nghị,Bánh kẹo Hữu Nghị
633,HVA,HVA,UpcomIndex,3573,DN,CT,Công ty Cổ phần Đầu tư HVA,Đầu tư HVA
634,HVCIT,HVH,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư và Công nghệ HVC,Đầu tư và Công nghệ HVC
635,HVG,HVG,UpcomIndex,3573,DN,CT,Công ty Cổ phần Hùng Vương,Thủy sản Hùng Vương
636,HVT,HVT,HNXIndex,1357,DN,CT,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất Việt trì
637,HVX,HVX,VNINDEX,2353,DN,CT,Công ty Cổ phần Xi măng Vicem Hải Vân,Xi măng Vicem Hải Vân
638,I40,L40,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng 40,Đầu tư và Xây dựng 40
639,IBC,IBC,UpcomIndex,8775,DN,CT,Công ty Cổ phần Đầu tư APAX Holdings,Đầu tư APAX Holdings
640,ICC,ICC,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng công nghiệp
641,ICDLB,ILB,VNINDEX,2777,DN,CT,Công ty Cổ phần ICD Tân Cảng - Long Bình,ICD Tân Cảng Long Bình
642,ICF,ICF,UpcomIndex,3573,DN,CT,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản,Đầu tư Thương mại Thủy sản
643,ICG,ICG,HNXIndex,2357,DN,CT,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng Sông Hồng
644,ICI,ICI,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Đầu tư và XD Công nghiệp
645,ICON4,CC4,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng số 4,ĐT và XD số 4
646,IDI,IDI,VNINDEX,3573,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Đầu tư và PT Đa Quốc Gia
647,IDICO,IDC,HNXIndex,8633,DN,CT,Tổng Công ty IDICO - CTCP,IDICO
648,IDJ,IDJ,HNXIndex,8633,DN,CT,Công ty Cổ phần Đầu tư IDJ Việt Nam,Đầu tư IDJ Việt Nam
649,IDP,IDP,UpcomIndex,3577,DN,CT,Công ty Cổ phần Sữa Quốc tế,Sữa Quốc tế
650,IDV,IDV,HNXIndex,8633,DN,CT,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,PT Hạ tầng Vĩnh Phúc
651,IFS,IFS,UpcomIndex,3537,DN,CT,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm Quốc tế
652,IHK,IHK,UpcomIndex,5557,DN,CT,Công ty Cổ phần In Hàng Không,In Hàng Không
653,IJC,IJC,VNINDEX,8633,DN,CT,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex IJC
654,ILA,ILA,UpcomIndex,3573,DN,CT,Công ty Cổ phần ILA,Công ty ILA
655,ILC,ILC,UpcomIndex,2793,DN,CT,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hợp tác lao động với nước ngoài
656,IME,IME,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Xây lắp Công nghiệp
657,IMP,IMP,VNINDEX,4577,DN,CT,Công ty Cổ phần Dược phẩm IMEXPHARM,IMEXPHARM
658,IN4,IN4,UpcomIndex,5557,DN,CT,Công ty Cổ phần In số 4,In số 4
659,INBID,IBD,UpcomIndex,5557,DN,CT,Công ty Cổ phần In Tổng hợp Bình Dương,In Tổng hợp Bình Dương
660,INC,INC,HNXIndex,2357,DN,CT,Công ty Cổ phần Tư vấn Đầu tư IDICO,Tư vấn Đầu tư IDICO
661,INDOCHINEINMEX,DDG,HNXIndex,7573,DN,CT,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Đầu tư CN XNK Đông Dương
662,INN,INN,HNXIndex,2723,DN,CT,Công ty Cổ phần Bao bì và In Nông nghiệp,Bao bì và In Nông Nghiệp
663,INRUCO,IRC,UpcomIndex,1353,DN,CT,Công ty Cổ phần Cao su Công nghiệp,Cao su Công nghiệp
664,INTERSERCO,ILS,UpcomIndex,2723,DN,CT,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,TM và Dịch vụ Quốc tế
665,IPAG,IPA,HNXIndex,2791,DN,CT,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tập đoàn Đầu tư I.P.A
666,ISLC,ISG,UpcomIndex,2773,DN,CT,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải biển và Hợp tác LĐ Quốc Tế
667,IST,IST,UpcomIndex,2777,DN,CT,Công ty Cổ phần ICD Tân Cảng Sóng Thần,ICD Tân Cảng Sóng Thần
668,ITA,ITA,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Đầu tư CN Tân Tạo
669,ITASCO,ITS,UpcomIndex,2757,DN,CT,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Thương mại và DV - Vinacomin
670,ITC,ITC,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Đầu tư kinh doanh Nhà
671,ITD,ITD,VNINDEX,9572,DN,CT,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Tiên Phong
672,ITQ,ITQ,HNXIndex,1757,DN,CT,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang
673,IVS,IVS,HNXIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Chứng khoán Guotai Junan (Việt Nam)
674,JVC,JVC,VNINDEX,4535,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Đầu tư và Phát triển Y tế Việt Nhật
675,KAC,KAC,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Địa ốc Khang An,Địa ốc Khang An
676,KBC,KBC,VNINDEX,8633,DN,CT,Tổng Công ty Phát triển Đô thị Kinh Bắc,TCT Đô thị Kinh Bắc
677,KCE,KCE,UpcomIndex,2353,DN,CT,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Bê tông Ly tâm ĐL Khánh Hòa
678,KDC,KDC,VNINDEX,3577,DN,CT,Công ty Cổ phần Tập đoàn KIDO,Tập đoàn KIDO
679,KDH,KDH,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Nhà Khang Điền
680,KDM,KDM,HNXIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL
681,KGTTC,KTC,UpcomIndex,3577,DN,CT,Công ty Cổ phần Thương mại Kiên Giang,Thương mại Kiên Giang
682,KHAIHOANLAND,KHG,VNINDEX,8633,DN,CT,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Tập đoàn Khải Hoàn Land
683,KHAWASSCO,KHW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Cấp thoát nước Khánh Hòa
684,KHL,KHL,UpcomIndex,2353,DN,CT,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,VLXD Hưng Long
685,KHP,KHP,VNINDEX,7535,DN,CT,Công ty Cổ phần Điện lực Khánh Hòa,Điện lực Khánh Hòa
686,KIGIMEX,KGM,UpcomIndex,5373,DN,CT,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,XNK Kiên Giang
687,KIHUSEA,KHS,HNXIndex,3573,DN,CT,Công ty Cổ phần Kiên Hùng,Thủy sản Kiên Hùng
688,KKC,KKC,HNXIndex,1757,DN,CT,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái
689,KLB,KLB,UpcomIndex,8355,DN,NH,Ngân hàng Thương mại Cổ phần Kiên Long,KienlongBank
690,KLF,KLF,UpcomIndex,5755,DN,CT,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Global
691,KLMNT,KLM,UpcomIndex,1755,DN,CT,Công ty Cổ phần Kim loại màu Nghệ Tĩnh,Kim loại màu Nghệ Tĩnh
692,KMBC,GKM,HNXIndex,2353,DN,CT,Công ty Cổ phần GKM Holdings,Khang Minh Group
693,KMR,KMR,VNINDEX,3763,DN,CT,Công ty Cổ phần Mirae,MIRAE
694,KMT,KMT,HNXIndex,1757,DN,CT,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung
695,KONTUMWATER,KTW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Kon Tum,Cấp nước Kon Tum
696,KOSY,KOS,VNINDEX,8633,DN,CT,Công ty Cổ phần KOSY,Công ty KOSY
697,KPF,KPF,VNINDEX,2353,DN,CT,Công ty Cổ phần Đầu tư Tài sản KOJI,Đầu tư Tài sản KOJI
698,KSB,KSB,VNINDEX,1775,DN,CT,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương
699,KSD,KSD,HNXIndex,3722,DN,CT,Công ty Cổ phần Đầu tư DNA,Đầu tư DNA
700,KSH,KSH,UpcomIndex,1775,DN,CT,Công ty Cổ phần Damac GLS,Damac GLS
701,KSHD,KHD,UpcomIndex,1775,DN,CT,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Khoáng sản Hải Dương
702,KSLATCA,LMC,UpcomIndex,1775,DN,CT,Công ty Cổ phần Long Beach LMC,Khoáng sản LATCA
703,KSQ,KSQ,HNXIndex,1775,DN,CT,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Việt Nam
704,KSS,KSS,UpcomIndex,1775,DN,CT,Tổng Công ty Cổ phần Khoáng sản Na Rì Hamico,Na Rì Hamico
705,KST,KST,HNXIndex,9578,DN,CT,Công ty Cổ phần KASATI,KASATI
706,KSV,KSV,HNXIndex,1775,DN,CT,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV
707,KTL,KTL,UpcomIndex,1757,DN,CT,Công ty Cổ phần Kim khí Thăng Long,Kim khí Thăng Long
708,KTS,KTS,HNXIndex,3577,DN,CT,Công ty Cổ phần Đường Kon Tum,Đường Kon Tum
709,KTT,KTT,HNXIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Tập đoàn Đầu tư KTT
710,KVC,KVC,UpcomIndex,1757,DN,CT,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,XNK Inox Kim Vĩ
711,L10,L10,VNINDEX,2757,DN,CT,Công ty Cổ phần Lilama 10,LILAMA 10
712,L14,L14,HNXIndex,2357,DN,CT,Công ty Cổ phần Licogi 14,Licogi 14
713,L18,L18,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng số 18,LICOGI - 18
714,L35,L35,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí Lắp máy Lilama,Cơ khí Lilama
715,L43,L43,HNXIndex,2757,DN,CT,Công ty Cổ phần Lilama 45.3,LILAMA 45.3
716,L44,L44,UpcomIndex,2757,DN,CT,Công ty Cổ phần Lilama 45.4,LILAMA 45.4
717,L451,L45,UpcomIndex,2357,DN,CT,Công ty Cổ phần Lilama 45.1,Lilama 45.1
718,L61,L61,HNXIndex,2757,DN,CT,Công ty Cổ phần Lilama 69-1,LILAMA 69-1
719,L62,L62,HNXIndex,2757,DN,CT,Công ty Cổ phần Lilama 69 - 2,LILAMA 69.2
720,L693,L63,UpcomIndex,2757,DN,CT,Công ty Cổ phần Lilama 69-3,Lilama 69-3
721,LAF,LAF,VNINDEX,3577,DN,CT,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Chế biến Hàng XK Long An
722,LAMA,LMI,UpcomIndex,2757,DN,CT,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Lắp máy IDICO
723,LAMCO,DKC,UpcomIndex,5373,DN,CT,Công ty Cổ phần Chợ Lạng Sơn,Chợ Lạng Sơn
724,LANDSG,LSG,UpcomIndex,8633,DN,CT,Công ty Cổ phần Bất động sản Sài Gòn Vi na,BĐS Sài Gòn Vina
725,LAS,LAS,HNXIndex,1357,DN,CT,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất Lâm Thao
726,LAW,LAW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Long An,Cấp thoát nước Long An
727,LBC,LBC,UpcomIndex,5373,DN,CT,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Thương mại - Đầu tư Long Biên
728,LBE,LBE,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Sách và Thiết bị Trường học Long An
729,LBM,LBM,VNINDEX,2353,DN,CT,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Khoáng sản Lâm Đồng
730,LCC,LCC,UpcomIndex,2353,DN,CT,Công ty Cổ phần Xi măng Hồng Phong,Xi măng Hồng Phong
731,LCD,LCD,HNXIndex,2357,DN,CT,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Thí nghiệm cơ điện
732,LCG,LCG,VNINDEX,2357,DN,CT,Công ty Cổ phần Lizen,LIZEN
733,LCGQN,LQN,UpcomIndex,2757,DN,CT,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quảng Ngãi
734,LCM,LCM,UpcomIndex,1775,DN,CT,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khoáng sản Lào Cai
735,LCS,LCS,UpcomIndex,2357,DN,CT,Công ty Cổ phần Licogi 16.6,Licogi 16.6
736,LDGROUP,LDG,VNINDEX,8637,DN,CT,Công ty Cổ phần Đầu tư LDG,Đầu tư LDG
737,LDP,LDP,HNXIndex,4577,DN,CT,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược Lâm Đồng - Ladophar
738,LDWSS,LDW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Cấp thoát nước Lâm Đồng
739,LEGAMEX,LGM,UpcomIndex,3763,DN,CT,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Giày da và may mặc XK (Legamex)
740,LGC,LGC,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Cầu đường CII,Đầu tư Cầu đường CII
741,LGL,LGL,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Long Giang Land
742,LHC,LHC,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng
743,LHG,LHG,VNINDEX,8633,DN,CT,Công ty Cổ phần Long Hậu,KCN Long Hậu
744,LICOGI,LIC,UpcomIndex,2357,DN,CT,Tổng Công ty LICOGI - Công ty Cổ phần,LICOGI
745,LICOGI12,L12,UpcomIndex,2357,DN,CT,Công ty Cổ phần Licogi 12,LICOGI 12
746,LICOGI9,LG9,UpcomIndex,2357,DN,CT,Công ty Cổ phần Cơ giới và Xây lắp số 9,Cơ giới và XL số 9 (Licogi 9)
747,LIG,LIG,HNXIndex,2357,DN,CT,Công ty Cổ phần Licogi 13,Licogi 13
748,LILAMA,LLM,UpcomIndex,2757,DN,CT,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,LILAMA
749,LINCO,LAI,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,XD Long An IDICO
750,LISEM2,AMS,UpcomIndex,2797,DN,CT,Công ty Cổ phần Cơ khí Xây dựng AMECC,Cơ khí Xây dựng AMECC (Xây dựng LISEMCO 2)
751,LIX,LIX,VNINDEX,3767,DN,CT,Công ty Cổ phần Bột Giặt LiX,Bột Giặt Lix
752,LKW,LKW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Long Khánh,Cấp nước Long Khánh
753,LM3,LM3,UpcomIndex,2357,DN,CT,Công ty Cổ phần Lilama 3,Lilama 3
754,LM7,LM7,UpcomIndex,2757,DN,CT,Công ty Cổ phần Lilama 7,LILAMA 7
755,LM8,LM8,VNINDEX,2357,DN,CT,Công ty Cổ phần Lilama 18,LILAMA 18
756,LMH,LMH,UpcomIndex,8633,DN,CT,Công ty Cổ phần Quốc Tế Holding,Quoc te Holding
757,LNQB,LNC,UpcomIndex,1353,DN,CT,Công ty Cổ phần Lệ Ninh,Lệ Ninh - Quảng Bình
758,LO5,LO5,UpcomIndex,2757,DN,CT,Công ty Cổ phần Lilama 5,LILAMA 5
759,LSS,LSS,VNINDEX,3577,DN,CT,Công ty Cổ phần Mía đường Lam Sơn,Mía đường Lam Sơn
760,LTC,LTC,UpcomIndex,9572,DN,CT,Công ty Cổ phần Điện nhẹ Viễn Thông,Điện nhẹ Viễn thông
761,LUT,LUT,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Đầu tư Xây dựng Lương Tài
762,LVB,LPB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LienVietPostBank
763,MAC,MAC,HNXIndex,2753,DN,CT,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
764,MACHIN1,MA1,UpcomIndex,8633,DN,CT,Công ty Cổ phần Thiết bị,MACHINCO1
765,MAS,MAS,HNXIndex,5759,DN,CT,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng
766,MBB,MBB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Quân đội,MBBank
767,MCC,MCC,HNXIndex,2353,DN,CT,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp
768,MCF,MCF,HNXIndex,3577,DN,CT,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm
769,MCG,MCG,UpcomIndex,2357,DN,CT,Công ty Cổ phần Năng lượng và Bất động sản MCG,Năng lượng và Bất động sản MCG
770,MCMILK,MCM,UpcomIndex,3577,DN,CT,Công ty Cổ phần Giống bò sữa Mộc Châu,Giống bò sữa Mộc Châu
771,MCO,MCO,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam
772,MCP,MCP,VNINDEX,2723,DN,CT,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu
773,MDA,MDA,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường Đô thị Đông Anh,Môi trường Đô thị Đông Anh
774,MDC,MDC,HNXIndex,1771,DN,CT,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương
775,MDF,MDF,UpcomIndex,1733,DN,CT,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Gỗ MDF VRG - Quảng Trị
776,MDG,MDG,VNINDEX,2353,DN,CT,Công ty Cổ phần Miền Đông,Xây dựng Miền Đông
777,MEC,MEC,UpcomIndex,2357,DN,CT,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà
778,MED,MED,HNXIndex,4577,DN,CT,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex
779,MEF,MEF,UpcomIndex,4537,DN,CT,Công ty Cổ phần MEINFA,MEINFA
780,MELIN,MEL,HNXIndex,1757,DN,CT,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin
781,MERUFA,MRF,UpcomIndex,4535,DN,CT,Công ty Cổ phần MERUFA,Cao su y tế MERUFA
782,MESCVN,MES,UpcomIndex,2357,DN,CT,Công ty Cổ phần Cơ điện Công trình,Cơ điện Công trình
783,MFS,MFS,UpcomIndex,6575,DN,CT,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service
784,MHC,MHC,VNINDEX,2779,DN,CT,Công ty Cổ phần MHC,CTCP MHC
785,MHJC,JOS,UpcomIndex,3573,DN,CT,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thủy sản Minh Hải
786,MHL,MHL,HNXIndex,1757,DN,CT,Công ty Cổ phần Minh Hữu Liên,Minh Hữu Liên
787,MIC,MIC,UpcomIndex,1775,DN,CT,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam
788,MIEC,MIE,UpcomIndex,2757,DN,CT,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Máy và Thiết bị Công nghiệp
789,MIM,MIM,UpcomIndex,1775,DN,CT,Công ty Cổ phần Khoáng sản và Cơ khí,Khoáng sản và Cơ khí
790,MINC,MIG,VNINDEX,8536,OTHER,BH,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm Quân đội
791,MITRA,MTA,UpcomIndex,1775,DN,CT,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh
792,MITRACO,MLS,UpcomIndex,3573,DN,CT,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco
793,MKP,MKP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm Mekophar
794,MKV,MKV,HNXIndex,4577,DN,CT,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy
795,MLC,MLC,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai
796,MNSCORP,MML,UpcomIndex,3577,DN,CT,Công ty Cổ phần Masan MEATLife,Masan MEATLife
797,MPC,MPC,UpcomIndex,3573,DN,CT,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú
798,MPT,MPT,UpcomIndex,3763,DN,CT,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT
799,MPY,MPY,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên
800,MQB,MQB,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình
801,MSB,MSB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank
802,MSCC,MCH,UpcomIndex,3577,DN,CT,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu Dùng MaSan
803,MSN,MSN,VNINDEX,3577,DN,CT,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan
804,MSRC,MSR,UpcomIndex,1775,DN,CT,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials
805,MST,MST,HNXIndex,2357,DN,CT,Công ty Cổ phần Đầu tư MST,Đầu tư MST
806,MTC,MTC,UpcomIndex,5757,DN,CT,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà
807,MTG,MTG,UpcomIndex,7573,DN,CT,Công ty Cổ phần MT Gas,MTGAS
808,MTH,MTH,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông
809,MTL,MTL,UpcomIndex,2799,DN,CT,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm
810,MTNGHEAN,NAU,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An
811,MTP,MTP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Medipharco,Dược Medipharco
812,MWG,MWG,VNINDEX,5379,DN,CT,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động
813,NAB,NAB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á
814,NADY,NDP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9
815,NAF,NAF,VNINDEX,3537,DN,CT,Công ty Cổ phần Nafoods Group,Nafoods Group
816,NAG,NAG,HNXIndex,2733,DN,CT,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa
817,NAGA,NJC,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Nam Định,May Nam Định
818,NAGECO,NAC,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp
819,NAMDO,FHN,UpcomIndex,5337,DN,CT,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,XNK lương thực Hà Nội
820,NAP,NAP,HNXIndex,2777,DN,CT,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh
821,NAPHARM,NTF,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An
822,NASB,BAB,HNXIndex,8355,DN,NH,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á
